author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5055435986,André Lucas,59,36,3389,44,419,7063,Tinbergen Institute,NL,macro_regime,7,718,A Dynamic Multivariate Heavy-Tailed Model for Time-Varying Volatilities and Correlations,302
A5007913012,Shigeyuki Hamori,105,36,3628,43,413,6832,Yamato University,JP,commodities,9,1173,"Crude oil market and stock markets during the COVID-19 pandemic: Evidence from the US, Japan, and Germany",319
A5049480238,Rıza Demirer,89,36,4546,41,243,6334,Economic Research Forum,US,equity_xs,10,1901,Does herding behavior exist in Chinese stock markets,447
A5111539706,William F. Sharpe,60,35,18574,45,134,45666,Standard Bio (Norway),,other,5,5711,Mutual Fund Performance,3903
A5022954104,Lasse Heje Pedersen,79,35,18609,65,216,34597,Copenhagen Business School,,other,9,9634,Asset pricing with liquidity risk,2931
A5045073684,Sydney C. Ludvigson,49,35,9858,52,138,20050,Center for Economic and Policy Research,US,other,7,4613,Resurrecting the (C)CAPM: A Cross‐Sectional Test When Risk Premia Are Time‐Varying,1521
A5069579613,Xavier Gabaix,43,35,16117,75,206,29264,National Bureau of Economic Research,US,other,8,2821,Zipf's Law for Cities: An Explanation,2072
A5056976753,Serena Ng,43,35,17202,60,272,25527,The University of Melbourne,US,other,4,4609,Lag Length Selection and the Construction of Unit Root Tests with Good Size and Power,4276
A5086784344,Robert E. Hall,41,35,23613,90,512,51090,Hoover Institution,US,other,4,1972,Why do Some Countries Produce So Much More Output Per Worker than Others?,8005
A5017669758,David Easley,52,35,17372,63,196,30689,Cornell University,US,other,5,4517,Information and the Cost of Capital,3159
A5017831058,Pierre Perrón,49,35,49342,59,293,61284,Boston University,,other,5,8814,Testing for a unit root in time series regression,18160
A5055008305,Dilip B. Madan,93,35,13467,50,500,20659,"University of Maryland, College Park",US,vol_options,7,4164,Option valuation using the fast Fourier transform,2293
A5020575843,David A. Hsieh,54,35,12125,47,89,13730,Duke University,US,other,10,3671,Empirical Characteristics of Dynamic Trading Strategies: The Case of Hedge Funds,1331
A5014898803,David F. Hendry,43,35,5405,93,631,38286,University of Oxford,,macro_regime,8,796,Econometric Evaluation of Linear Macro-Economic Models,612
A5060430390,Timo Teräsvirta,45,35,9078,57,295,19578,Aarhus University,NO,other,5,1589,"Specification, Estimation, and Evaluation of Smooth Transition Autoregressive Models",2147
A5057002364,Didier Sornette,81,35,4475,100,1530,40447,Southern University of Science and Technology,,other,9,546,"Stock Market Crashes, Precursors and Replicas",395
A5020782933,Seong‐Min Yoon,69,35,4434,44,370,6645,Pusan National University,KR,commodities,7,1837,"Dynamic spillover effects among crude oil, precious metal, and agricultural commodity futures markets",550
A5021559309,Zaghum Umar,74,35,4115,45,161,7092,Zayed University,AE,rates_credit,8,1678,Crude Oil futures contracts and commodity markets: New evidence from a TVP-VAR extended joint connectedness approach,379
A5047457262,Ying Fan,46,35,4861,74,418,18593,"Rutgers, The State University of New Jersey",CN,commodities,7,1551,Relationships between oil price shocks and stock market: An empirical analysis from China ☆,679
A5038937667,Stelios Bekiros,70,35,4360,51,252,9176,University of Turin,CA,other,10,1719,"The relationship between crude oil spot and futures prices: cointegration, linear and nonlinear causality",377
A5045661677,Wing‐Keung Wong,96,35,3857,62,768,14567,Bahçeşehir University,HK,other,10,966,"Uncovering nonlinear structure in real-time stock-market indexes: the S&P 500, the DAX, the Nikkei 225, and the FTSE-100",249
A5050532576,Pierre‐Olivier Gourinchas,70,34,10117,47,190,12524,International Monetary Fund,US,other,5,1525,CONSUMPTION OVERTHE LIFE CYCLE,1650
A5079166372,Tobias Adrian,56,34,7046,55,277,14332,International Monetary Fund,,macro_regime,8,2231,Financial Intermediaries and the Cross‐Section of Asset Returns,840
A5067290858,Ravi Jagannathan,60,34,21322,57,285,28735,Northwestern University,,equity_xs,9,6417,On the Relation between the Expected Value and the Volatility of the Nominal Excess Return on Stocks,8753
A5101666528,John B. Taylor,38,34,22971,63,406,32274,Hoover Institution,US,macro_regime,3,3622,Discretion versus policy rules in practice,9109
A5110197205,Martı́n Uribe,44,34,12097,60,240,16441,International Monetary Fund,US,macro_regime,4,1673,Solving dynamic general equilibrium models using a second-order approximation to the policy function,1254
A5070933865,Simeon Djankov,43,34,29647,73,356,41972,London School of Economics and Political Science,US,other,4,1275,The Separation of Ownership and Control in East Asian Corporations,5795
A5072985012,Marco Pagano,51,34,10138,73,350,27457,,,microstructure,7,1304,Can Severe Fiscal Contractions Be Expansionary? Tales of Two Small European Countries,1463
A5050943793,Ananth Madhavan,91,34,9169,45,152,11259,"University of California, Berkeley",US,other,8,3183,Market Microstructure: A Survey,1152
A5082876696,Christopher J. Neely,71,34,5490,46,286,9143,Federal Reserve Bank of St. Louis,US,macro_regime,9,1576,Forecasting the Equity Risk Premium: The Role of Technical Indicators,962
A5037975948,H. Eugene Stanley,54,34,7896,191,1953,197923,Boston University,US,cross_asset,9,1749,Scaling behaviour in the dynamics of an economic index,1649
A5049205417,Chris Brooks,69,34,4206,55,513,12989,University of Reading,GB,other,10,976,The Statistical Properties of Hedge Fund Index Returns and Their Implications for Investors,477
A5067885599,Juan C. Reboredo,45,34,6207,46,115,9732,Universidade de Santiago de Compostela,ES,commodities,9,2543,"Green bond and financial markets: Co-movement, diversification and price spillover effects",643
A5059498663,Derviş Kırıkkaleli,45,34,5006,71,311,17675,European University of Lefke,TR,macro_regime,6,657,"COP21 Roadmap: Do innovation, financial development, and transportation infrastructure matter for environmental sustaina",439
A5057293423,Tak Kuen Siu,136,34,3626,37,306,5001,Macquarie University,GB,macro_regime,9,1469,Option pricing and Esscher transform under regime switching,460
A5023702151,Robert F. Stambaugh,57,33,21908,58,159,34749,National Bureau of Economic Research,US,other,6,9451,Pastor-Stambaugh liquidity beta,5682
A5086038624,George Tauchen,42,33,12899,47,167,17785,Duke University,US,vol_options,6,4238,Finite state markov-chain approximations to univariate and vector autoregressions,1609
A5034004951,Olivier Coibion,50,33,9025,52,383,14791,Center for Economic and Policy Research,US,macro_regime,4,1939,What Can Survey Forecasts Tell Us about Information Rigidities?,869
A5072485973,Anil Kashyap,41,33,14888,63,294,26674,National Bureau of Economic Research,US,other,6,2664,What Do a Million Observations on Banks Say About the Transmission of Monetary Policy?,2570
A5081692376,Laura T. Starks,44,33,17047,70,176,33757,European Corporate Governance Institute,US,other,7,2431,The Importance of Climate Risks for Institutional Investors,2935
A5010260112,Harry M. Markowitz,119,33,17280,44,233,32888,University of California San Diego,,other,4,3282,Portfolio Selection,4570
A5008090769,Claudio Borio,35,33,7942,63,261,16053,Bank for International Settlements,CH,macro_regime,6,1286,"Asset Prices, Financial and Monetary Stability: Exploring the Nexus",1282
A5086963129,Anthony Saunders,48,33,8461,68,395,20370,New York University,US,other,8,967,Lending Relationships and Loan Contract Terms,1292
A5013462956,Andrew Harvey,44,33,12856,68,322,30338,Trinity College,GB,other,4,2465,"Forecasting, Structural Time Series Models and the Kalman Filter",4141
A5059789243,Badi H. Baltagi,47,33,7914,72,703,36818,Syracuse University,US,other,4,1650,Econometric Analysis of Panel Data,2070
A5079973309,Rama Cont,64,33,9857,51,277,13471,Mathematical Institute of the Slovak Academy of Sciences,FR,vol_options,7,2427,Empirical properties of asset returns: stylized facts and statistical issues,3692
A5090267717,Ahmet Şensoy,68,33,4901,47,202,8446,Bilkent University,TR,other,9,1641,Financial contagion during COVID–19 crisis,857
A5002469539,Giray Gözgör,45,33,5006,59,189,11885,Sambalpur University,TR,macro_regime,6,1855,Does economic policy uncertainty predict the Bitcoin returns? An empirical investigation,620
A5080161918,Rafał Weron,40,33,6904,51,341,10710,Opole University of Technology,PL,equity_xs,7,964,Modeling and Forecasting Electricity Loads and Prices: A Statistical Approach,914
A5035298870,António Afonso,53,33,4951,49,531,10154,Ifo Institute for Economic Research,DE,macro_regime,6,411,Sovereign Credit Ratings and Financial Markets Linkages: Application to European Data,458
A5048695124,Apostolos Serletis,88,33,3453,48,571,8623,University of Calgary,CA,macro_regime,8,981,Energy markets volatility modelling using GARCH,219
A5008279816,Mobeen Ur Rehman,67,33,2612,42,174,4476,University of Economics Ho Chi Minh City,RU,commodities,8,1204,Can uncertainty indices predict Bitcoin prices? A revisited analysis using partial and multivariate wavelet approaches,135
A5003198220,Christopher A. Sims,33,32,32632,66,265,45619,Princeton University,US,macro_regime,4,5617,Macroeconomics and Reality,12828
A5058269956,David Laibson,35,32,15182,87,359,50288,National Bureau of Economic Research,US,other,6,1200,Golden Eggs and Hyperbolic Discounting,6206
A5015011907,Tim Bollerslev,51,32,12360,42,118,16014,National Bureau of Economic Research,US,other,8,5058,A Capital Asset Pricing Model with Time-Varying Covariances,3224
A5020155328,Raghuram G. Rajan,41,32,40138,89,403,75010,National Bureau of Economic Research,US,other,4,4127,The Benefits of Lending Relationships: Evidence from Small Business Data,5368
A5029305089,Liuren Wu,63,32,6564,42,182,8520,Baruch College,US,vol_options,9,2479,Variance Risk Premiums,1185
A5030034395,Benjamin M. Friedman,43,32,8533,46,349,13797,University of British Columbia,,macro_regime,5,1445,Systematic Monetary Policy and the Effects of Oil Price Shocks,1715
A5042474653,Philip E. Strahan,38,32,13669,70,217,24837,Boston College,US,other,6,1562,The Finance-Growth Nexus: Evidence from Bank Branch Deregulation,1796
A5035656073,Olivia S. Mitchell,46,32,13400,82,801,35684,National Bureau of Economic Research,US,other,7,818,"Baby Boomer retirement security: The roles of planning, financial literacy, and housing wealth",2194
A5070819732,Yongcheol Shin,39,32,71636,44,193,79764,University of York,GB,other,7,9003,Bounds testing approaches to the analysis of level relationships,20773
A5071312005,Robert E. Whaley,42,32,10795,54,148,16214,Duke University,US,vol_options,8,4023,Implied Volatility Functions: Empirical Tests,1322
A5027509895,Rüdiger Dornbusch,41,32,10871,68,434,21707,,,macro_regime,7,1620,Expectations and Exchange Rate Dynamics,4711
A5052726702,Guido W. Imbens,37,32,28313,91,434,71804,Stanford Medicine,US,other,2,1054,Identification and Estimation of Local Average Treatment Effects,5191
A5060046382,Stefano Battiston,53,32,6499,49,259,12360,Ca' Foscari University of Venice,CH,cross_asset,5,1712,A climate stress-test of the financial system,969
A5063451521,Yin‐Wong Cheung,44,32,7610,56,323,14363,"University of California, Santa Cruz",US,macro_regime,9,1548,On the purchasing power parity puzzle,1863
A5083494527,Alberto Alesina,33,32,16282,131,604,91512,Center for Economic and Policy Research,GB,macro_regime,4,1022,"Income distribution, political instability, and investment",2287
A5025970919,John W. Goodell,57,32,4533,56,305,12934,University of Akron,US,other,7,1010,"Artificial intelligence and machine learning in finance: Identifying foundations, themes, and research clusters from bib",604
A5057293659,Stephen J. Turnovsky,38,32,2888,60,486,12202,University of Washington,,macro_regime,4,192,"Fiscal Policy, Elastic Labor Supply, and Endogenous Growth",340
A5002643603,Yaojie Zhang,68,32,3541,37,148,4786,Mongolian University of Science and Technology,CN,vol_options,6,1884,Geopolitical risk and oil volatility: A new insight,290
A5049751786,Christian Pierdzioch,107,32,3275,36,470,5284,Helmut Schmidt University,DE,macro_regime,7,1114,Does Uncertainty Move the Gold Price? New Evidence from a Nonparametric Causality-in-Quantiles Test,320
A5052525630,Yiuman Tse,75,32,3827,37,189,5205,University of Missouri–St. Louis,US,microstructure,10,1433,Price discovery and common factor models,536
A5104533623,J. David Cummins,41,32,4881,60,307,12433,University of Bern,US,other,8,549,"Price, Financial Quality, and Capital Flows in Insurance Markets",360
A5010529454,Gary Gorton,53,31,8490,58,263,16566,National Bureau of Economic Research,,rates_credit,7,1887,Securitized banking and the run on repo,1773
A5050249057,Nicola Gennaioli,46,31,5168,48,195,14179,Franklin W. Olin College of Engineering,,other,7,1389,Overreaction in Macroeconomic Expectations,634
A5077051381,Hélène Rey,42,31,10675,49,266,14748,National Bureau of Economic Research,GB,macro_regime,7,2235,Dilemma not Trilemma: The Global Financial Cycle and Monetary Policy Independence,1978
A5018491512,Kenneth J. Singleton,42,31,16653,56,171,28293,Veer Kunwar Singh University,US,rates_credit,6,6531,Modeling Term Structures of Defaultable Bonds,2569
A5010935764,M. Ayhan Köse,47,31,6680,61,280,15786,Brookings Institution,US,macro_regime,4,642,"International Business Cycles: World, Region, and Country-Specific Factors",1218
A5013828838,Richard T. Baillie,46,31,10034,46,169,15853,University of London,US,other,8,3365,Fractionally integrated generalized autoregressive conditional heteroskedasticity,2332
A5088788655,Steven Ongena,63,31,6030,59,697,17991,University of Zurich,NL,macro_regime,5,777,Credit Supply and Monetary Policy: Identifying the Bank Balance-Sheet Channel with Loan Applications,1076
A5063618615,Kris Jacobs,62,31,4505,41,187,7640,University of Houston,NL,vol_options,8,1094,Market Skewness Risk and the Cross Section of Stock Returns,444
A5016268748,Fabrizio Lillo,77,31,4939,45,396,8958,Scuola Normale Superiore,IT,microstructure,8,1194,How Markets Slowly Digest Changes in Supply and Demand,517
A5047282025,Jonathan D. Ostry,40,31,5173,62,425,14699,University of Toronto,US,macro_regime,5,602,Capital Inflows: The Role of Controls (Entradas de Capital: El Papel de los Controles) (Spanish),730
A5088196334,Michael M. Hutchison,52,31,4181,42,268,7481,"University of California, Santa Cruz",US,macro_regime,6,630,Financial Crises in Emerging Markets: Banking and Currency Crises: How Common Are Twins?,409
A5082502015,Charles Goodhart,43,31,5323,62,575,15131,London School of Economics and Political Science,GB,macro_regime,9,968,A HISTORY OF THE FEDERAL RESERVE,588
A5078046494,Arshian Sharif,40,31,5908,83,261,23331,University of Lahore,MY,other,4,1109,"COVID-19 pandemic, oil prices, stock market, geopolitical risk and policy uncertainty nexus in the US economy: Fresh evi",1298
